date	high	high	high	high
2019-01-02 09:53:32-05:00	152.03	152.03	152.03	152.03
2019-01-02 09:53:33-05:00	152.04	152.04	152.04	152.04
2019-01-02 09:53:35-05:00	152.04	152.04	152.04	152.04
2019-01-02 09:53:36-05:00	152.06	152.06	152.06	152.06
2019-01-02 09:53:37-05:00	151.99	151.99	151.99	151.99
2019-01-02 09:53:38-05:00	152	152	152	152
2019-01-02 09:53:39-05:00	151.98	151.98	151.98	151.98
2019-01-02 09:53:40-05:00	152	152	152	152
2019-01-02 09:53:41-05:00	152.01	152.01	152.01	152.01
2019-01-02 09:53:42-05:00	152.06	152.06	152.06	152.06
2019-01-02 09:53:43-05:00	152.06	152.06	152.06	152.06
2019-01-02 09:53:45-05:00	152.08	152.08	152.08	152.08
2019-01-02 09:53:46-05:00	152.09	152.09	152.09	152.09
2019-01-02 09:53:47-05:00	152.09	152.09	152.09	152.09
2019-01-02 09:53:48-05:00	152.06	152.06	152.06	152.06
2019-01-02 09:53:49-05:00	152.05	152.05	152.05	152.05
2019-01-02 09:53:50-05:00	152.02	152.02	152.02	152.02
2019-01-02 09:53:51-05:00	152.02	152.02	152.02	152.02
2019-01-02 09:53:52-05:00	152	152	152	152
2019-01-02 09:53:53-05:00	151.96	151.96	151.96	151.96
2019-01-02 09:53:54-05:00	151.95	151.95	151.95	151.95
2019-01-02 09:53:55-05:00	151.91	151.91	151.91	151.91
2019-01-02 09:53:56-05:00	151.91	151.91	151.91	151.91
2019-01-02 09:53:57-05:00	151.93	151.93	151.93	151.93
2019-01-02 09:53:58-05:00	151.94	151.94	151.94	151.94
2019-01-02 09:54:01-05:00	151.95	151.95	151.95	151.95
2019-01-02 09:54:02-05:00	151.96	151.96	151.96	151.96
2019-01-02 09:54:04-05:00	152	152	152	152
2019-01-02 09:54:05-05:00	152.01	152.01	152.01	152.01
2019-01-02 09:54:06-05:00	151.99	151.99	151.99	151.99
2019-01-02 09:54:07-05:00	152.02	152.02	152.02	152.02
2019-01-02 09:54:08-05:00	152.04	152.04	152.04	152.04
2019-01-02 09:54:09-05:00	152.07	152.07	152.07	152.07
2019-01-02 09:54:10-05:00	152.07	152.07	152.07	152.07
2019-01-02 09:54:11-05:00	152.06	152.06	152.06	152.06
2019-01-02 09:54:12-05:00	152.04	152.04	152.04	152.04
2019-01-02 09:54:13-05:00	152.04	152.04	152.04	152.04
2019-01-02 09:54:15-05:00	152.04	152.04	152.04	152.04
2019-01-02 09:54:16-05:00	152.03	152.03	152.03	152.03
2019-01-02 09:54:18-05:00	152.07	152.07	152.07	152.07
2019-01-02 09:54:21-05:00	152.04	152.04	152.04	152.04
2019-01-02 09:54:23-05:00	152.04	152.04	152.04	152.04
2019-01-02 09:54:24-05:00	152.05	152.05	152.05	152.05
2019-01-02 09:54:25-05:00	152.06	152.06	152.06	152.06
2019-01-02 09:54:27-05:00	152.03	152.03	152.03	152.03
2019-01-02 09:54:28-05:00	152.03	152.03	152.03	152.03
2019-01-02 09:54:29-05:00	152.04	152.04	152.04	152.04
2019-01-02 09:54:30-05:00	152.03	152.03	152.03	152.03
2019-01-02 09:54:32-05:00	152.04	152.04	152.04	152.04
2019-01-02 09:54:33-05:00	152.07	152.07	152.07	152.07
2019-01-02 09:54:34-05:00	152.05	152.05	152.05	152.05
2019-01-02 09:54:35-05:00	152.04	152.04	152.04	152.04
2019-01-02 09:54:36-05:00	152.04	152.04	152.04	152.04
2019-01-02 09:54:37-05:00	152.06	152.06	152.06	152.06
2019-01-02 09:54:38-05:00	152.07	152.07	152.07	152.07
2019-01-02 09:54:39-05:00	152.08	152.08	152.08	152.08
2019-01-02 09:54:40-05:00	152.1	152.1	152.1	152.1
2019-01-02 09:54:41-05:00	152.09	152.09	152.09	152.09
2019-01-02 09:54:42-05:00	152.07	152.07	152.07	152.07
2019-01-02 09:54:43-05:00	152.06	152.06	152.06	152.06
2019-01-02 09:54:44-05:00	152.07	152.07	152.07	152.07
2019-01-02 09:54:45-05:00	152.07	152.07	152.07	152.07
2019-01-02 09:54:46-05:00	152.06	152.06	152.06	152.06
2019-01-02 09:54:47-05:00	152.09	152.09	152.09	152.09
2019-01-02 09:54:48-05:00	152.11	152.11	152.11	152.11
2019-01-02 09:54:49-05:00	152.08	152.08	152.08	152.08
2019-01-02 09:54:50-05:00	152.08	152.08	152.08	152.08
2019-01-02 09:54:51-05:00	152.1	152.1	152.1	152.1
2019-01-02 09:54:52-05:00	152.1	152.1	152.1	152.1
2019-01-02 09:54:53-05:00	152.13	152.13	152.13	152.13
2019-01-02 09:54:54-05:00	152.13	152.13	152.13	152.13
2019-01-02 09:54:55-05:00	152.14	152.14	152.14	152.14
2019-01-02 09:54:56-05:00	152.14	152.14	152.14	152.14
2019-01-02 09:54:57-05:00	152.16	152.16	152.16	152.16
2019-01-02 09:54:58-05:00	152.15	152.15	152.15	152.15
2019-01-02 09:54:59-05:00	152.13	152.13	152.13	152.13
2019-01-02 09:55:02-05:00	152.15	152.15	152.15	152.15
2019-01-02 09:55:04-05:00	152.12	152.12	152.12	152.12
2019-01-02 09:55:05-05:00	152.1	152.1	152.1	152.1
2019-01-02 09:55:06-05:00	152.09	152.09	152.09	152.09
2019-01-02 09:55:07-05:00	152.09	152.09	152.09	152.09
2019-01-02 09:55:08-05:00	152.07	152.07	152.07	152.07
2019-01-02 09:55:09-05:00	152.07	152.07	152.07	152.07
2019-01-02 09:55:10-05:00	152.07	152.07	152.07	152.07
2019-01-02 09:55:11-05:00	152.1	152.1	152.1	152.1
2019-01-02 09:55:12-05:00	152.09	152.09	152.09	152.09
2019-01-02 09:55:13-05:00	152.1	152.1	152.1	152.1
2019-01-02 09:55:14-05:00	152.12	152.12	152.12	152.12
2019-01-02 09:55:15-05:00	152.15	152.15	152.15	152.15
2019-01-02 09:55:16-05:00	152.15	152.15	152.15	152.15
2019-01-02 09:55:17-05:00	152.14	152.14	152.14	152.14
2019-01-02 09:55:18-05:00	152.17	152.17	152.17	152.17
2019-01-02 09:55:19-05:00	152.19	152.19	152.19	152.19
2019-01-02 09:55:20-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:55:22-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:55:23-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:55:24-05:00	152.23	152.23	152.23	152.23
2019-01-02 09:55:25-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:55:26-05:00	152.14	152.14	152.14	152.14
2019-01-02 09:55:27-05:00	152.16	152.16	152.16	152.16
2019-01-02 09:55:28-05:00	152.16	152.16	152.16	152.16
2019-01-02 09:55:30-05:00	152.14	152.14	152.14	152.14
2019-01-02 09:55:31-05:00	152.14	152.14	152.14	152.14
2019-01-02 09:55:33-05:00	152.17	152.17	152.17	152.17
2019-01-02 09:55:35-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:55:36-05:00	152.16	152.16	152.16	152.16
2019-01-02 09:55:37-05:00	152.14	152.14	152.14	152.14
2019-01-02 09:55:38-05:00	152.11	152.11	152.11	152.11
2019-01-02 09:55:39-05:00	152.12	152.12	152.12	152.12
2019-01-02 09:55:40-05:00	152.09	152.09	152.09	152.09
2019-01-02 09:55:41-05:00	152.12	152.12	152.12	152.12
2019-01-02 09:55:42-05:00	152.12	152.12	152.12	152.12
2019-01-02 09:55:43-05:00	152.13	152.13	152.13	152.13
2019-01-02 09:55:44-05:00	152.14	152.14	152.14	152.14
2019-01-02 09:55:47-05:00	152.15	152.15	152.15	152.15
2019-01-02 09:55:48-05:00	152.17	152.17	152.17	152.17
2019-01-02 09:55:50-05:00	152.19	152.19	152.19	152.19
2019-01-02 09:55:51-05:00	152.19	152.19	152.19	152.19
2019-01-02 09:55:52-05:00	152.2	152.2	152.2	152.2
2019-01-02 09:55:53-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:55:54-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:55:55-05:00	152.25	152.25	152.25	152.25
2019-01-02 09:55:56-05:00	152.23	152.23	152.23	152.23
2019-01-02 09:55:57-05:00	152.19	152.19	152.19	152.19
2019-01-02 09:55:58-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:55:59-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:56:00-05:00	152.17	152.17	152.17	152.17
2019-01-02 09:56:01-05:00	152.19	152.19	152.19	152.19
2019-01-02 09:56:02-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:56:03-05:00	152.2	152.2	152.2	152.2
2019-01-02 09:56:04-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:56:05-05:00	152.23	152.23	152.23	152.23
2019-01-02 09:56:06-05:00	152.25	152.25	152.25	152.25
2019-01-02 09:56:07-05:00	152.25	152.25	152.25	152.25
2019-01-02 09:56:08-05:00	152.24	152.24	152.24	152.24
2019-01-02 09:56:09-05:00	152.24	152.24	152.24	152.24
2019-01-02 09:56:10-05:00	152.24	152.24	152.24	152.24
2019-01-02 09:56:11-05:00	152.23	152.23	152.23	152.23
2019-01-02 09:56:12-05:00	152.23	152.23	152.23	152.23
2019-01-02 09:56:13-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:56:14-05:00	152.24	152.24	152.24	152.24
2019-01-02 09:56:15-05:00	152.22	152.22	152.22	152.22
2019-01-02 09:56:16-05:00	152.22	152.22	152.22	152.22
2019-01-02 09:56:17-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:56:18-05:00	152.17	152.17	152.17	152.17
2019-01-02 09:56:19-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:56:20-05:00	152.19	152.19	152.19	152.19
2019-01-02 09:56:21-05:00	152.2	152.2	152.2	152.2
2019-01-02 09:56:22-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:56:23-05:00	152.2	152.2	152.2	152.2
2019-01-02 09:56:24-05:00	152.2	152.2	152.2	152.2
2019-01-02 09:56:25-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:56:26-05:00	152.23	152.23	152.23	152.23
2019-01-02 09:56:27-05:00	152.24	152.24	152.24	152.24
2019-01-02 09:56:28-05:00	152.23	152.23	152.23	152.23
2019-01-02 09:56:29-05:00	152.22	152.22	152.22	152.22
2019-01-02 09:56:30-05:00	152.24	152.24	152.24	152.24
2019-01-02 09:56:31-05:00	152.24	152.24	152.24	152.24
2019-01-02 09:56:32-05:00	152.24	152.24	152.24	152.24
2019-01-02 09:56:33-05:00	152.24	152.24	152.24	152.24
2019-01-02 09:56:34-05:00	152.24	152.24	152.24	152.24
2019-01-02 09:56:35-05:00	152.23	152.23	152.23	152.23
2019-01-02 09:56:36-05:00	152.25	152.25	152.25	152.25
2019-01-02 09:56:37-05:00	152.25	152.25	152.25	152.25
2019-01-02 09:56:38-05:00	152.31	152.31	152.31	152.31
2019-01-02 09:56:39-05:00	152.32	152.32	152.32	152.32
2019-01-02 09:56:40-05:00	152.31	152.31	152.31	152.31
2019-01-02 09:56:41-05:00	152.31	152.31	152.31	152.31
2019-01-02 09:56:42-05:00	152.34	152.34	152.34	152.34
2019-01-02 09:56:43-05:00	152.37	152.37	152.37	152.37
2019-01-02 09:56:44-05:00	152.39	152.39	152.39	152.39
2019-01-02 09:56:45-05:00	152.37	152.37	152.37	152.37
2019-01-02 09:56:46-05:00	152.37	152.37	152.37	152.37
2019-01-02 09:56:47-05:00	152.38	152.38	152.38	152.38
2019-01-02 09:56:48-05:00	152.37	152.37	152.37	152.37
2019-01-02 09:56:49-05:00	152.39	152.39	152.39	152.39
2019-01-02 09:56:50-05:00	152.41	152.41	152.41	152.41
2019-01-02 09:56:51-05:00	152.37	152.37	152.37	152.37
2019-01-02 09:56:52-05:00	152.37	152.37	152.37	152.37
2019-01-02 09:56:53-05:00	152.37	152.37	152.37	152.37
2019-01-02 09:56:54-05:00	152.34	152.34	152.34	152.34
2019-01-02 09:56:55-05:00	152.31	152.31	152.31	152.31
2019-01-02 09:56:56-05:00	152.32	152.32	152.32	152.32
2019-01-02 09:56:57-05:00	152.32	152.32	152.32	152.32
2019-01-02 09:56:59-05:00	152.34	152.34	152.34	152.34
2019-01-02 09:57:00-05:00	152.33	152.33	152.33	152.33
2019-01-02 09:57:01-05:00	152.3	152.3	152.3	152.3
2019-01-02 09:57:02-05:00	152.29	152.29	152.29	152.29
2019-01-02 09:57:03-05:00	152.3	152.3	152.3	152.3
2019-01-02 09:57:04-05:00	152.31	152.31	152.31	152.31
2019-01-02 09:57:05-05:00	152.36	152.36	152.36	152.36
2019-01-02 09:57:06-05:00	152.35	152.35	152.35	152.35
2019-01-02 09:57:07-05:00	152.32	152.32	152.32	152.32
2019-01-02 09:57:08-05:00	152.3	152.3	152.3	152.3
2019-01-02 09:57:09-05:00	152.34	152.34	152.34	152.34
2019-01-02 09:57:10-05:00	152.36	152.36	152.36	152.36
2019-01-02 09:57:11-05:00	152.35	152.35	152.35	152.35
2019-01-02 09:57:12-05:00	152.36	152.36	152.36	152.36
2019-01-02 09:57:13-05:00	152.37	152.37	152.37	152.37
2019-01-02 09:57:14-05:00	152.38	152.38	152.38	152.38
2019-01-02 09:57:15-05:00	152.39	152.39	152.39	152.39
2019-01-02 09:57:16-05:00	152.41	152.41	152.41	152.41
2019-01-02 09:57:17-05:00	152.42	152.42	152.42	152.42
2019-01-02 09:57:18-05:00	152.43	152.43	152.43	152.43
2019-01-02 09:57:19-05:00	152.41	152.41	152.41	152.41
2019-01-02 09:57:20-05:00	152.38	152.38	152.38	152.38
2019-01-02 09:57:21-05:00	152.41	152.41	152.41	152.41
2019-01-02 09:57:22-05:00	152.42	152.42	152.42	152.42
2019-01-02 09:57:23-05:00	152.4	152.4	152.4	152.4
2019-01-02 09:57:24-05:00	152.41	152.41	152.41	152.41
2019-01-02 09:57:25-05:00	152.4	152.4	152.4	152.4
2019-01-02 09:57:26-05:00	152.38	152.38	152.38	152.38
2019-01-02 09:57:28-05:00	152.37	152.37	152.37	152.37
2019-01-02 09:57:29-05:00	152.37	152.37	152.37	152.37
2019-01-02 09:57:30-05:00	152.34	152.34	152.34	152.34
2019-01-02 09:57:31-05:00	152.36	152.36	152.36	152.36
2019-01-02 09:57:32-05:00	152.36	152.36	152.36	152.36
2019-01-02 09:57:33-05:00	152.35	152.35	152.35	152.35
2019-01-02 09:57:34-05:00	152.3	152.3	152.3	152.3
2019-01-02 09:57:35-05:00	152.27	152.27	152.27	152.27
2019-01-02 09:57:36-05:00	152.3	152.3	152.3	152.3
2019-01-02 09:57:38-05:00	152.29	152.29	152.29	152.29
2019-01-02 09:57:39-05:00	152.29	152.29	152.29	152.29
2019-01-02 09:57:40-05:00	152.32	152.32	152.32	152.32
2019-01-02 09:57:41-05:00	152.33	152.33	152.33	152.33
2019-01-02 09:57:42-05:00	152.32	152.32	152.32	152.32
2019-01-02 09:57:43-05:00	152.31	152.31	152.31	152.31
2019-01-02 09:57:44-05:00	152.22	152.22	152.22	152.22
2019-01-02 09:57:45-05:00	152.22	152.22	152.22	152.22
2019-01-02 09:57:46-05:00	152.24	152.24	152.24	152.24
2019-01-02 09:57:47-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:57:48-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:57:49-05:00	152.25	152.25	152.25	152.25
2019-01-02 09:57:50-05:00	152.26	152.26	152.26	152.26
2019-01-02 09:57:52-05:00	152.25	152.25	152.25	152.25
2019-01-02 09:57:53-05:00	152.23	152.23	152.23	152.23
2019-01-02 09:57:54-05:00	152.2	152.2	152.2	152.2
2019-01-02 09:57:55-05:00	152.2	152.2	152.2	152.2
2019-01-02 09:57:56-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:57:57-05:00	152.23	152.23	152.23	152.23
2019-01-02 09:57:58-05:00	152.25	152.25	152.25	152.25
2019-01-02 09:57:59-05:00	152.26	152.26	152.26	152.26
2019-01-02 09:58:00-05:00	152.27	152.27	152.27	152.27
2019-01-02 09:58:01-05:00	152.29	152.29	152.29	152.29
2019-01-02 09:58:02-05:00	152.29	152.29	152.29	152.29
2019-01-02 09:58:03-05:00	152.29	152.29	152.29	152.29
2019-01-02 09:58:04-05:00	152.31	152.31	152.31	152.31
2019-01-02 09:58:05-05:00	152.3	152.3	152.3	152.3
2019-01-02 09:58:06-05:00	152.3	152.3	152.3	152.3
2019-01-02 09:58:07-05:00	152.3	152.3	152.3	152.3
2019-01-02 09:58:08-05:00	152.3	152.3	152.3	152.3
2019-01-02 09:58:09-05:00	152.35	152.35	152.35	152.35
2019-01-02 09:58:10-05:00	152.34	152.34	152.34	152.34
2019-01-02 09:58:11-05:00	152.3	152.3	152.3	152.3
2019-01-02 09:58:12-05:00	152.3	152.3	152.3	152.3
2019-01-02 09:58:13-05:00	152.29	152.29	152.29	152.29
2019-01-02 09:58:14-05:00	152.28	152.28	152.28	152.28
2019-01-02 09:58:15-05:00	152.25	152.25	152.25	152.25
2019-01-02 09:58:16-05:00	152.24	152.24	152.24	152.24
2019-01-02 09:58:17-05:00	152.23	152.23	152.23	152.23
2019-01-02 09:58:18-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:58:19-05:00	152.2	152.2	152.2	152.2
2019-01-02 09:58:20-05:00	152.22	152.22	152.22	152.22
2019-01-02 09:58:21-05:00	152.23	152.23	152.23	152.23
2019-01-02 09:58:22-05:00	152.25	152.25	152.25	152.25
2019-01-02 09:58:23-05:00	152.24	152.24	152.24	152.24
2019-01-02 09:58:24-05:00	152.24	152.24	152.24	152.24
2019-01-02 09:58:25-05:00	152.23	152.23	152.23	152.23
2019-01-02 09:58:26-05:00	152.2	152.2	152.2	152.2
2019-01-02 09:58:27-05:00	152.22	152.22	152.22	152.22
2019-01-02 09:58:28-05:00	152.23	152.23	152.23	152.23
2019-01-02 09:58:30-05:00	152.25	152.25	152.25	152.25
2019-01-02 09:58:31-05:00	152.26	152.26	152.26	152.26
2019-01-02 09:58:32-05:00	152.27	152.27	152.27	152.27
2019-01-02 09:58:33-05:00	152.24	152.24	152.24	152.24
2019-01-02 09:58:35-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:58:36-05:00	152.22	152.22	152.22	152.22
2019-01-02 09:58:37-05:00	152.19	152.19	152.19	152.19
2019-01-02 09:58:38-05:00	152.2	152.2	152.2	152.2
2019-01-02 09:58:40-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:58:41-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:58:42-05:00	152.15	152.15	152.15	152.15
2019-01-02 09:58:43-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:58:44-05:00	152.17	152.17	152.17	152.17
2019-01-02 09:58:45-05:00	152.16	152.16	152.16	152.16
2019-01-02 09:58:46-05:00	152.15	152.15	152.15	152.15
2019-01-02 09:58:47-05:00	152.13	152.13	152.13	152.13
2019-01-02 09:58:48-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:58:49-05:00	152.15	152.15	152.15	152.15
2019-01-02 09:58:50-05:00	152.17	152.17	152.17	152.17
2019-01-02 09:58:52-05:00	152.17	152.17	152.17	152.17
2019-01-02 09:58:53-05:00	152.17	152.17	152.17	152.17
2019-01-02 09:58:54-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:58:55-05:00	152.19	152.19	152.19	152.19
2019-01-02 09:58:56-05:00	152.19	152.19	152.19	152.19
2019-01-02 09:58:57-05:00	152.16	152.16	152.16	152.16
2019-01-02 09:58:58-05:00	152.19	152.19	152.19	152.19
2019-01-02 09:58:59-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:59:00-05:00	152.17	152.17	152.17	152.17
2019-01-02 09:59:01-05:00	152.17	152.17	152.17	152.17
2019-01-02 09:59:02-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:59:03-05:00	152.19	152.19	152.19	152.19
2019-01-02 09:59:04-05:00	152.14	152.14	152.14	152.14
2019-01-02 09:59:06-05:00	152.17	152.17	152.17	152.17
2019-01-02 09:59:07-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:59:09-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:59:10-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:59:11-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:59:12-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:59:13-05:00	152.2	152.2	152.2	152.2
2019-01-02 09:59:14-05:00	152.19	152.19	152.19	152.19
2019-01-02 09:59:15-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:59:18-05:00	152.17	152.17	152.17	152.17
2019-01-02 09:59:20-05:00	152.14	152.14	152.14	152.14
2019-01-02 09:59:21-05:00	152.15	152.15	152.15	152.15
2019-01-02 09:59:22-05:00	152.14	152.14	152.14	152.14
2019-01-02 09:59:23-05:00	152.13	152.13	152.13	152.13
2019-01-02 09:59:24-05:00	152.14	152.14	152.14	152.14
2019-01-02 09:59:26-05:00	152.13	152.13	152.13	152.13
2019-01-02 09:59:27-05:00	152.14	152.14	152.14	152.14
2019-01-02 09:59:28-05:00	152.16	152.16	152.16	152.16
2019-01-02 09:59:29-05:00	152.15	152.15	152.15	152.15
2019-01-02 09:59:30-05:00	152.12	152.12	152.12	152.12
2019-01-02 09:59:31-05:00	152.1	152.1	152.1	152.1
2019-01-02 09:59:32-05:00	152.12	152.12	152.12	152.12
2019-01-02 09:59:34-05:00	152.13	152.13	152.13	152.13
2019-01-02 09:59:35-05:00	152.14	152.14	152.14	152.14
2019-01-02 09:59:37-05:00	152.13	152.13	152.13	152.13
2019-01-02 09:59:38-05:00	152.16	152.16	152.16	152.16
2019-01-02 09:59:39-05:00	152.14	152.14	152.14	152.14
2019-01-02 09:59:41-05:00	152.16	152.16	152.16	152.16
2019-01-02 09:59:42-05:00	152.2	152.2	152.2	152.2
2019-01-02 09:59:43-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:59:44-05:00	152.22	152.22	152.22	152.22
2019-01-02 09:59:45-05:00	152.2	152.2	152.2	152.2
2019-01-02 09:59:46-05:00	152.19	152.19	152.19	152.19
2019-01-02 09:59:47-05:00	152.19	152.19	152.19	152.19
2019-01-02 09:59:48-05:00	152.2	152.2	152.2	152.2
2019-01-02 09:59:49-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:59:50-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:59:51-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:59:52-05:00	152.23	152.23	152.23	152.23
2019-01-02 09:59:53-05:00	152.24	152.24	152.24	152.24
2019-01-02 09:59:55-05:00	152.27	152.27	152.27	152.27
2019-01-02 09:59:58-05:00	152.25	152.25	152.25	152.25
2019-01-02 09:59:59-05:00	152.26	152.26	152.26	152.26